|-LmTXrlHEfLpDi34FVXNAg| |Camille| |9| |0| |1| |0| |4.0|
|ysZSP646Ikjb9pPKxuBurw| |Lorena| |5| |1| |2| |0| |4.2|
|gXQ3peDz-H8mFZO_U4ys3w| |Riana| |30| |21| |38| |37| |4.27|
|8gIp7Emu7xBDnBjRKgkSOg| |Mimi| |15| |5| |17| |8| |3.87|
|44302NAooinHOKKIWHDKXA| |Kelsey| |41| |8| |20| |12| |4.07|
|BDa9RGFZv9TV2lGAiuqjxQ| |Mary| |1| |1| |1| |1| |5.0|
|qw8n1PUrt4qBh-4eMjfv0Q| |Carmen| |27| |1| |14| |2| |4.11|
|F2M53He6gzMb1vp3m7cKJg| |Syd| |10| |0| |3| |0| |4.78|
|Mcdt7tUA7jqiqCtyxXgq4g| |Kristina| |2| |0| |0| |0| |2.0|
|q10h5nL1LnbaKMlNOfahfQ| |O| |3| |2| |6| |1| |4.33|
|CUUpi7gtqx1zojEGJ6Z5ew| |Gabe| |407| |317| |1244| |890| |3.82|
|6hvcowqr8NYug9u-Bzw8Jg| |Jay| |379| |295| |795| |527| |3.51|
|pjfwk6ZnCAcJAsX4V6QhpA| |Dustin| |1| |1| |1| |1| |5.0|
|BqmMeZQD03LHJ_vibTOp2g| |Dino| |8| |3| |6| |2| |3.88|
|lodglSjhVGXzRUTDMoyOCg| |Brian| |118| |26| |35| |16| |3.14|
|vSxaLh9RCl1BJDbIt0hxww| |Ruby| |5| |2| |5| |0| |4.0|
|yBMGCKvNXnb9Gr6VVRTHGw| |Gerard| |2| |0| |4| |0| |1.5|
|1zKpgs-JZixiWiS8PWdj2w| |Trinidad| |3| |0| |0| |1| |5.0|
|lzHNLEvRNFN-RQFmczYNBw| |Katie| |15| |11| |17| |11| |4.14|
|HplYk367S1EV6uywIIK5-w| |Joe| |3| |0| |0| |1| |4.33|
|IwDii1N3yCTXsgs4Nm2OEQ| |Bari| |3| |0| |1| |0| |5.0|
|sGL10Y44CVzzKNkLVeHOEQ| |Dana| |11| |3| |6| |1| |3.55|
|UF4IY9O6EaVo-hS5FqMsiA| |Marisa| |193| |142| |209| |135| |3.91|
|mmLIP0mFRbDgRjlKvJSAQw| |Art| |3| |1| |9| |1| |2.5|
|j9CYALELapJci8kQ61_7Cg| |Nicole| |5| |0| |1| |0| |4.25|
|Q9YX5k3ICwUYGkMjADSokQ| |Melvyn| |13| |6| |6| |5| |4.31|
|PyOkV3pQ1aw__O4VAWmvcw| |FC| |3| |3| |4| |1| |2.33|
|F6uG2OxXVNkAhuM24n3ZGg| |Derek| |2| |0| |2| |0| |3.0|
|Acl3hg7RPM6tj4zkPvdz1Q| |John| |2| |1| |2| |0| |3.0|
|dYtkphUrU7S2_bjif6k2uA| |Junk| |267| |356| |359| |268| |3.3|
|jgOtDM_CSVHoWhlf3JxUzQ| |Alan| |3| |0| |1| |0| |4.33|
|rbcbqdr8hV0iv8ISMheE3A| |Kai| |214| |94| |166| |95| |3.81|
|ZAbccZRkyprv9jA5JIqEAw| |Rach| |5| |2| |0| |0| |5.0|
|1NppMyL-2RXQvHUExIjxdA| |Mike| |90| |15| |52| |11| |3.52|
|cMmQsFyrYBv6hIE6NffqZQ| |D| |79| |18| |89| |26| |3.81|
|eSAmN-5RAu8y1igSvz_yJw| |Eddie| |252| |444| |970| |728| |3.95|
|VKOREbYBDBK5oaorb6j6mQ| |kelly| |23| |17| |24| |17| |4.13|
|LRsJbMmLXcMpZ3Fqcys0vA| |Glenn| |8| |1| |4| |0| |3.88|
|n4RPA0Cuem4ygQxPIdLBLQ| |Stephanie| |130| |33| |117| |52| |3.91|
|qQxDnjMexrsfltQV7I1mJw| |Russ| |21| |1| |24| |10| |3.81|
|pYfB2Asdqg5ampdmqEjdzA| |Angie| |1| |0| |1| |0| |5.0|
|-aCl04VaJ4FWzo7y2diKZg| |Alex| |1| |0| |0| |0| |5.0|
|TGQRbUuikgzO2ARVicH1cQ| |Debra| |4| |0| |5| |1| |4.75|
|akmkd_2iLRrbOyPBfYLN0A| |Miss Kae| |59| |87| |171| |118| |3.24|
|f72UJVOllcjgpZdOi7-gkA| |M| |7| |3| |12| |2| |3.5|
|EJeBInfAGoBiVWqXX2YTQg| |James| |3| |1| |4| |1| |4.0|
|rpMb-wEYPevvuaKLIbqrvQ| |Ania| |1| |0| |1| |0| |1.0|
|iIfuhtK9Pu7tLSNbxxoJfg| |Lenin| |2| |0| |2| |1| |5.0|
|BE27SDgLqJTEjVq2p9yZDg| |Ryan| |1| |0| |3| |0| |1.0|
|RqWIxCYG4a42mUCChgMQvA| |Mickey| |1| |0| |1| |0| |5.0|
|IFKDDiyY-ap8DNaSCIwbZQ| |Catherine| |32| |7| |11| |4| |3.1|
|sowwcc9gasFhwsdMgsMzrg| |Nicole| |4| |0| |1| |0| |4.75|
|XYx6ZiTSIpbC3qm_xEm-KA| |Ron| |3| |0| |0| |0| |4.33|
|f_rpabHGZ4SgFZp5_jQ8KA| |Ash| |2| |0| |0| |0| |3.0|
|zKyJDKJwAfWGB4HKXp9snw| |Eric| |36| |29| |35| |25| |4.0|
|owCSYaRJEiV-kk2L2HP00A| |SJ| |2| |0| |4| |0| |1.0|
|uBAMd01ZtGXaHrRD6THNzg| |Anthony| |16| |5| |17| |7| |4.33|
|JopzNRMvBxIc_M5pZfoK7Q| |T| |16| |4| |8| |3| |2.38|
|IBgAJmUpRFt7oxz0A7l80A| |Ivy| |4| |0| |3| |0| |3.67|
|FxEau0b8pC_N7QeZNHZZtw| |Justin| |12| |9| |9| |2| |2.8|
|u74AsCsDA4gSOGHySJTm3w| |Rob| |25| |7| |31| |7| |3.56|
|2QzrMw_uWZuhPFvqie0cmg| |Joe| |8| |0| |6| |7| |4.0|
|6LDJDgd3bllzpeo1JzJSIw| |Shelley| |4| |1| |1| |0| |3.25|
|z-TD7Mf07w8jdS2xbYp0Dw| |A| |5| |6| |7| |7| |5.0|
|_j70DLAT_Unc8uR_PNkp_Q| |Jordan| |5| |5| |6| |5| |5.0|
|S7Zlol5qxWrRGX21Uqs4_A| |Debbie| |1| |1| |4| |0| |5.0|
|ZpRbqGdmhgiENWtw_XQ4OA| |Andrew| |1| |0| |0| |0| |1.0|
|4expbzCvfg4ZEWh8MOD9Cw| |Tyson| |24| |20| |49| |11| |3.5|
|PXLb9RnpfSPRG4nNa1F05Q| |Krysti| |1| |1| |3| |1| |5.0|
|J0jywlzX6xwjDqPewyv7MA| |Sharon| |2| |0| |5| |3| |3.5|
|fM6zztYtf9W5DsXUhy941Q| |Mister| |71| |15| |67| |25| |3.65|
|F3kzrZd3R_z60p5mPeAT-Q| |Chrystal| |3| |1| |3| |2| |4.5|
|Lw2JfTJSlGLJa_qjoeYnbg| |Emily| |5| |0| |1| |0| |4.2|
|TSmeNkbRpG_8REsLeTIwnA| |Jeremy| |70| |16| |66| |41| |3.31|
|rxLztfrLaSOhwl5LTqbqzw| |Tiffani| |4| |1| |6| |1| |1.0|
|GDs9jnBBln3KhU0teNsHDQ| |Eric| |380| |103| |179| |60| |3.31|
|UlF9QddRCygQrmmXuwIFjg| |Arnold| |42| |5| |14| |5| |3.87|
|K-N_hbnmYNt35J35ocjbww| |Jack| |1| |0| |0| |0| |3.0|
|i2srUvYyu0rX8ODt_RKG3w| |Mizuagi| |1| |2| |1| |0| |1.0|
|GN-4LStZtWdAqNjwUUEvNQ| |Adam| |18| |6| |26| |5| |3.78|
|jv9monaBCfX84LIW5gFs2w| |Russell| |2| |1| |6| |1| |3.0|
|3ouCNuKrN3cw3bBZHXdcyQ| |Nicole| |6| |0| |3| |0| |3.6|
|SfXcp7C6lzRgYBiNL6zX7w| |Nikolas| |26| |3| |25| |3| |4.27|
|kfvcQcMouoxlw4bmQebxww| |Pam| |4| |1| |4| |4| |3.75|
|2mQpxWifARjbp7H1rehVrQ| |Sal| |238| |196| |578| |412| |3.65|
|gkLF4m_BlvFRhOuh1OGgyw| |Dan| |1| |0| |0| |0| |5.0|
|7xp8QB-6APuFbiSdEI3-4Q| |Terry| |1| |0| |0| |0| |5.0|
|YyV13Qb7TL-o1rvn_b1VGA| |Aaron| |1| |0| |1| |0| |5.0|
|Cw_f-K74pUnQs-A16itmEg| |John| |3| |0| |2| |0| |4.0|
|weBOpmQtMv8Z_L54gPs3hw| |Jennifer| |9| |0| |4| |0| |3.86|
|nVs5vkTn-rcbpVbnfl_KWw| |Mychal| |1| |1| |1| |1| |5.0|
|Uo74EZEYjOeEfsUpdS3oiw| |Billy| |2| |1| |3| |0| |3.5|
|JiJSN4Ke7om8lkkllKTR5A| |Allison| |21| |3| |7| |2| |3.95|
|AcErO3j0GFTXbdJHbuD2-Q| |Ron| |47| |18| |48| |21| |3.79|
|53AZajKCKZsf-VosN8Dmeg| |Colby| |5| |3| |7| |3| |4.0|
|1O7mOUPJCxB6e5pdyCin4g| |AB| |5| |0| |2| |0| |4.0|
|nu6xTWhL3SVrnxPgJOE73Q| |Stephanie| |7| |1| |12| |0| |1.8|
|xZJO6cRX6OHabaePvPzsXw| |Sarah| |6| |0| |4| |2| |4.17|
|v1ntgoANp9xLxf4u5iJR4Q| |Tim| |2| |0| |2| |0| |5.0|
|bbVdfdqq3_XmWTxrhqPa0Q| |Chris| |4| |1| |3| |2| |4.0|
|oe614PyMdAayDUfWEaFUUA| |Barbara| |88| |20| |116| |23| |3.89|
|Qo8UkUSL5y-MCw50eIACsQ| |Daphne| |18| |2| |6| |1| |3.17|
|sXWvDlMQspjJ1zzr3cEM7Q| |Meridith| |439| |210| |907| |580| |3.64|
|Wg4mxEGEI7Vz8VC0WCI69Q| |Joe| |14| |5| |28| |11| |3.62|
|fJH98Ok6ZlfBmsd0h_HaUQ| |Anne| |8| |0| |16| |3| |3.5|
|hkXeZdoz2uk1ZLORqYQ47w| |Richard| |8| |0| |3| |2| |4.12|
|tHE3AJdBju9VQ0fzbP72dw| |Jordana| |1| |0| |1| |0| |5.0|
|O5dNmqcrCiE7FG7VS3y-Cw| |Chase| |28| |8| |39| |14| |3.75|
|ify3N2NjFX_sjDnslizsvw| |Grace| |26| |1| |10| |0| |3.85|
|oQSK7Poz3Ex95qpsv2EUcg| |Donald| |1| |0| |1| |0| |5.0|
|SFWaDnvJtHPD0pIru1y8wg| |Kathy| |12| |9| |28| |6| |3.92|
|ThZw3MFhwjxU4bjeFL3Pcg| |Kelli| |5| |5| |3| |1| |4.6|
|ZsjBAQiO5lNa_Tzlr3_FlQ| |Daniel| |5| |5| |6| |5| |3.8|
|oFHxCaz9iIkuilTtqlzxEg| |Larisa| |332| |43| |209| |91| |3.93|
|bzE1d8iiwkswuyjqC7r11Q| |Jonathan| |3| |0| |1| |0| |3.33|
|j0KVSX1QWLgjqVoYLjLqEA| |John| |11| |1| |16| |2| |4.0|
|RD2YHSnQCy2iSN_EGo3QdA| |Jason| |4| |3| |12| |4| |3.67|
|nr5-g3HCSidJ9fBoAP39jA| |Justus| |29| |6| |21| |6| |3.97|
|9b7HeM91XY9tIFGFVi7Y5A| |Jennifer| |8| |2| |4| |1| |3.71|
|AIvZS_tQ7y-ADNji1KM9Bg| |Cathy| |4| |1| |3| |1| |3.0|
|iSjr5iewkapr08l5SPAi0A| |Jennifer| |7| |4| |8| |1| |1.6|
|dlcDKOOlGeQ7Cu-6tAiHYg| |carrie| |30| |3| |11| |3| |3.93|
|T2u4D_GmKo5KbDiXLRTcyA| |lenoxx| |15| |6| |16| |5| |3.43|
|AdNbFzW14o88wNo7dTKz6g| |George| |3| |2| |2| |2| |3.5|
|RxX5_RP3hSGpMhGY6y6OiQ| |Joe| |13| |3| |9| |1| |4.85|
|yf8gN_pRFE4c3zs1D72l4g| |Staria| |2| |0| |0| |0| |4.0|
|bWNjCQyTJttofo3dKtTTPQ| |Tricia| |198| |35| |140| |58| |3.75|
|PyhTmEpgkP1CMGJP-bB9DA| |Richard| |1| |0| |1| |0| |5.0|
|4CJGQajGdc8JwFneADetcQ| |Jeff| |1357| |2036| |3391| |2331| |3.67|
|3sfS66tTc2BLmcU959dSsg| |Simon| |14| |2| |2| |0| |4.15|
|p7CS-HdINxXUVxn9Ss09VA| |Micah| |19| |2| |35| |4| |4.0|
|LFLqZT3zTP5nJ0kH_ydVkg| |Amy| |4| |0| |4| |2| |2.75|
|VbkrQcb615YaVp7bFyt5fQ| |Tanya| |31| |52| |97| |43| |3.94|
|JK0mzJWym6AFSrw849bmrQ| |Steven| |11| |2| |11| |6| |4.18|
|ngU1vdwjT2lGOsdTq1JK5A| |Steve| |9| |4| |11| |4| |4.22|
|23zT_daU4O5VcFnajw8MTg| |Casey| |22| |1| |31| |11| |4.0|
|SgLoVOP_KUVQuDDI3PpkFA| |Jessica| |17| |9| |22| |3| |3.88|
|-d12fQpJ6XhN-hPzxeStCg| |Kelly| |1| |0| |0| |0| |5.0|
|TbZ9KAHJGtmV73thmvjygQ| |Jennifer| |2| |1| |1| |0| |4.5|
|83UjWE-VBOoOws1oI4JhfA| |Paula| |3| |1| |0| |0| |5.0|
|4k3-pyX966dnSMuvuBvLjA| |Rachel| |13| |1| |14| |4| |3.85|
|eT1fp_Js2GD5Z-FIt8CC1w| |Pam| |2| |0| |0| |1| |5.0|
|nTFnSwqOpyj5d4IifRa8XQ| |alex| |3| |0| |8| |1| |3.67|
|8Kvmut7tOYkAxa5KPBT3FA| |Mary| |4| |0| |1| |0| |3.5|
|vh85A2GSrIovm3W7CG4R0g| |e.| |4| |4| |7| |4| |4.75|
|4QA8ilDzVnF4j__I6E4T6w| |Becky| |5| |1| |6| |1| |2.8|
|OIEmHXKytEoQfnOu2Ozmgw| |P| |5| |0| |1| |0| |4.75|
|out_4MBKTtOqlXlHOlXwFg| |Anne| |16| |2| |19| |2| |3.5|
|J-H-q2-4AyFM1ILE4MARAA| |Terrence| |1| |0| |0| |0| |5.0|
|gQm2p1gmBPQ4f1sHxgRlbw| |Conrad| |6| |0| |9| |3| |5.0|
|TGZknBtL5dyiuoThHSKmMg| |Nicole| |2| |0| |2| |0| |1.0|
|GIBTgFC8amRa295ozndJIQ| |Charles| |2| |1| |0| |0| |4.0|
|lzutD82kSsk55M7XEId6GA| |Patty| |2| |0| |3| |1| |4.5|
|N56tE_bSNVAgk59avW-TFA| |Mary| |6| |0| |3| |1| |4.83|
|Qx6Kq92S72-tik94Hfn0UA| |Madinah| |2| |1| |5| |3| |5.0|
|zGsGvKgD-5ZtXNzTagjbkQ| |Sue| |2| |1| |1| |0| |1.0|
|vz05hlteS6XvnczIInsnqw| |Corey| |40| |7| |30| |11| |3.73|
|umHlSGfbPXti-VOinu7fkQ| |Catherine| |5| |0| |7| |1| |4.0|
|8McyBeTdW7D4BG87Tv41WQ| |Carol| |13| |1| |5| |3| |4.58|
|ew-YiTn2fJH0IyjXSltKBQ| |Michelle| |2| |0| |1| |0| |5.0|
|g5hVihQ30Nn-XoswvlvMvQ| |Nanette| |4| |0| |0| |0| |2.33|
|lw_Lj1XjPjOYrDIkDEcDzg| |Kimberly| |10| |2| |3| |3| |4.2|
|6dDBJ5G-C5lcuLeUAwwdvQ| |Evan| |1| |0| |0| |0| |4.0|
|VFcEaZC5ojcgA0RIcukggA| |B| |3| |2| |4| |1| |4.0|
|cKFd4AkPGpOkEy9zR_7O5w| |Alyssa| |13| |1| |4| |0| |3.92|
|sv6o8BdnMM8UB-KTH6N7kw| |Cheryl| |1| |0| |0| |0| |5.0|
|O8tNWUq6vPmvq2YTVD8hlA| |Jill| |258| |349| |776| |402| |4.12|
|F98yAgA43QQR0woD80Voaw| |Jean| |2| |0| |1| |0| |2.5|
|chHirosDitN1crv1thxA6w| |Amy| |2| |0| |1| |1| |5.0|
|ShQZSh_0Be48sy-JQOb5dg| |Erin| |43| |3| |29| |4| |3.67|
|jd_A8MB3M33Xy9Dd7UJ7_Q| |Cassandra| |10| |4| |8| |1| |3.7|
|Igu8LjeJunbmmsZycWZuEA| |Jay| |3| |0| |1| |0| |2.33|
|F5ACaWQvyUQ2HH7-YIkdkw| |Charles| |4| |3| |5| |1| |1.75|
|aNtYQW1GoDXlLzEsEmoR3w| |Mia| |1| |0| |0| |0| |1.0|
|e1a1i8aFuFeSn2dJbKycmw| |Ovi| |1| |0| |0| |0| |3.0|
|sNek-w3xKlwit6q_JpnT7Q| |Jamy| |23| |4| |14| |5| |3.83|
|SH9lxmHsiUxQ-2Ic7A0Bcw| |Alex| |5| |0| |1| |0| |4.5|
|Kc6eyirhmOH8vXBljMXDCg| |Sandra| |10| |5| |17| |8| |2.62|
|IWCF21myBYma3Cmb_9Z8LA| |Mini| |9| |0| |4| |0| |3.38|
|UG4Mj3GJs4PpnFlF6z7g1Q| |Kayla| |5| |1| |6| |1| |3.4|
|_D1zyYMjll4almoGZjBmkA| |Lydia| |5| |1| |5| |1| |5.0|
|oYiskdGb0XYT2NjRb-s_qg| |Jeri| |9| |0| |12| |0| |3.0|
|vtfOF92rj8kXGRlMPiprWg| |Law| |100| |80| |84| |65| |3.45|
|hWM1k9RNkPH9oCcoVS1ftQ| |Melanie| |43| |6| |35| |11| |3.74|
|15J3D1xNze1NbO2SoqAQfg| |Frank| |6| |1| |2| |2| |4.4|
|o99g5QZpt_wc4bk1uvEH7w| |Peter| |10| |3| |16| |1| |4.0|
|bgjGWDjAxqIPF7BJBUps2A| |Molly| |24| |16| |66| |14| |2.57|
|iY_jDdD4BrRMSYgn3tCDtQ| |Stu| |5| |2| |6| |4| |4.0|
|nAjxNm5aWD60h6qy2bMacQ| |Stef| |3| |0| |1| |0| |4.33|
|US3AZyMVZJxg_3Tzs4xoEA| |Julie| |15| |5| |9| |3| |2.8|
|2qHG0PbNhP2GYv5ITnSFRQ| |Lilian| |2| |0| |2| |1| |3.0|
|nUGV1dVjO84ZI3nplRbwFQ| |Luke| |5| |1| |19| |4| |4.2|
|R5jIAytpLfAPwsIpsViEsQ| |Scottsdale| |1| |0| |0| |0| |1.0|
|yTvUoE-kAg6l11mGkdJFJA| |Thomas| |4| |2| |8| |3| |3.75|
|DYs-7UH4lhgjvGe4d8huvA| |Laurie| |3| |0| |2| |0| |2.0|
|7OqeO0eqe805StjppUvUFA| |Kaity| |68| |35| |128| |47| |3.35|
|0bf_zvgBrEOnx7TLh8dxOQ| |Tony| |173| |12| |63| |47| |3.63|
|JvVYWmY3xmiu5cpbsGfTaA| |Matt| |2| |0| |1| |0| |4.0|
|TD5LHxKwYJWkSVjxx8y2pg| |Kalika| |2| |3| |0| |0| |2.0|
|ATlqgcQwb3XzvDnq3Lv-0A| |Ryan| |133| |24| |92| |27| |3.72|
|MAvkqp_gDtKYU1d981XnwA| |Kyle| |24| |6| |30| |10| |3.96|
|POPVwe5sCm-SQZVkBo8S2w| |Sean| |43| |4| |18| |2| |4.05|
|8D408fDn0twwIW6FZ42YWg| |Kathy| |26| |14| |46| |9| |3.15|
|c-nW0Acxj4mbX47XSpmJPg| |emi| |37| |12| |27| |6| |3.62|
|qm5xGd3d47RfLWib0ryMAg| |amanny| |18| |26| |41| |21| |3.83|
|6SLj8XiCdqeR_DHR2JmEdw| |Laurie| |3| |1| |2| |3| |4.0|
|fl3mDJ62rLlKIdF39Lv8MQ| |Chris| |6| |3| |3| |2| |3.33|
|btv7I8PxSgF4GQFIDq4rYA| |Stacy| |1| |0| |2| |1| |5.0|
|NdytAQjOvVt1Ro8-Z99ngw| |Tara| |14| |1| |14| |2| |3.86|
|-nt-buRWQvDsbXuvhole0w| |Robin| |34| |20| |36| |10| |2.76|
|VDay0jaCPqADA2PIYco0uw| |Courtney| |1| |0| |3| |0| |2.0|
|pYsYs7eQ9SWqAaQS0xoRLA| |Greg| |412| |3807| |4704| |4135| |3.65|
|Dw8c5RaDIvbQ16eubug6rQ| |Jim| |1| |2| |1| |0| |5.0|
|1u_jzMe9q3rHLUr8wb_GdA| |Mindy| |17| |1| |2| |3| |4.81|
|UiEyQ_x2wNF6Ad8KFdoZ_A| |Patty| |3| |0| |1| |1| |5.0|
|_FbZ1gXZL349iiz5D8gz2Q| |Chris| |22| |10| |34| |14| |3.64|
|Ryy5lzNOevuI3aEc95768Q| |Joe| |8| |3| |4| |2| |5.0|
|SnbTDuEJZ3bvarb2L0Ykrw| |Ryan| |9| |0| |2| |1| |3.78|
|P-lfV8cdAgEOZJkw2dJpsw| |David| |1033| |6311| |9219| |9884| |3.92|
|cCQberZUpkXgdGtCoqTvMg| |Patrick| |3| |0| |3| |0| |3.67|
|-hSy455NBx_lQ3SeQioq2Q| |Dennis| |26| |3| |23| |4| |3.65|
|vewaAGn2n53naTA1a2WP_A| |Stacy| |5| |0| |12| |1| |4.2|
|Z18eLwQq7SYPd02nPo7juA| |Andrew| |1| |0| |2| |1| |5.0|
|xJmdrh4uEDAKf-2KjRArHg| |Jack| |6| |1| |1| |1| |3.4|
|uEG5uD9wMJixGWxaq34IEw| |Steven| |139| |82| |194| |85| |3.64|
|PESZTjx1dw1XFdZp972qbA| |Brian| |5| |2| |2| |3| |4.2|
|0PDyF0G9HNEkC4qT2cSQFA| |Mike| |8| |1| |5| |1| |3.29|
|q6wboZhfNXd9dI57ct0XIw| |Munaf| |1| |0| |0| |0| |4.0|
|f-_7wdkiXOc9TEfa4ZJEwA| |Daina| |8| |0| |1| |0| |4.62|
|0w7AQaUnSQztBbt4JT9k5w| |Samantha| |8| |1| |3| |2| |4.0|
|jfXT_8J_EQnJVa4sJ3z6hg| |Leang| |1314| |431| |1543| |770| |3.8|
|96Re6vNVUJcozL0FEzO-Nw| |Donna| |3| |0| |0| |0| |4.67|
|TPxhtgj6BzpKBih2G5EHIQ| |Rachel| |6| |8| |7| |2| |2.6|
|iP2sk2ek0sDyWJIZyU4j2g| |Kristen| |2| |0| |1| |1| |5.0|
|d0KoBZ8tnsMzb2iG45vG-g| |Amanda| |18| |0| |7| |2| |3.33|
|74BsmOZHUUdsvzYtGtlRiw| |Jennifer| |347| |270| |489| |334| |3.81|
|ZjP38OJwq604QnBzDxVlSA| |Kalia| |7| |6| |4| |3| |4.14|
|mYhWH6RExfM_EpMR_uUozQ| |Walton| |28| |1| |6| |2| |4.25|
|uyUfGVoOwQVtpBEhVCVcbw| |K| |2| |1| |1| |0| |5.0|
|8Uuwc4VaupFWvlGRwOZ31w| |C. Edward| |26| |2| |24| |4| |3.88|
|VdL4eS8fAWCNInNtMvd-tw| |Rocky| |17| |0| |2| |0| |2.82|
|jQcGFSO18cicLzCtjhvGBA| |Kari| |5| |1| |4| |4| |4.8|
|XoNSmEkutP_17dO7HLYc1Q| |Maria| |31| |12| |65| |12| |3.23|
|3QaC0Ljl2hWLdL_jzt6nJA| |Roy| |16| |2| |6| |3| |4.31|
|cRDmScDj6j_jPlyZn27bXA| |Brad| |11| |2| |4| |0| |2.7|
|dVXdgn9PKvSozekkyhi16Q| |David| |3| |0| |2| |0| |4.67|
|fCAuRQFkaN3UEebkfgpHUw| |April| |8| |3| |2| |2| |4.5|
|I5AcIAujn4X0fzjq-CTLBg| |Shelton| |4| |1| |2| |1| |5.0|
|FGFYZUNgWcyBpWWH-1aauw| |jay| |1| |0| |1| |0| |5.0|
|Bw9aoRUhoog-AtVnDBw_eA| |Johnathan| |7| |1| |4| |1| |4.43|
|YCaqPOlG6CfKOSXUGAKicA| |Gidget| |2| |0| |0| |0| |2.0|
|-txH2zJSBZQHO6RWvoWXuQ| |Jacqui| |58| |155| |243| |267| |4.05|
|jmquyMQUHSuS8IQkv5PyYg| |Penelope| |7| |4| |11| |9| |4.83|
|jyu9ThrwLGgVE1csLKR1Yw| |C| |13| |1| |8| |5| |3.77|
|6Oko6gNlXvknpF27R1FWOA| |Rob| |5| |2| |1| |1| |3.0|
|dDH8DGz2-PG558RHu5rWDQ| |Dan| |8| |0| |3| |3| |3.14|
